MinimapRegion_begin	regionid=1	IconTexNormal=[L2WorldMap.WorldIcon.16_25_C0]	IconTexOver=[L2WorldMap.WorldIcon.16_25_C0_a]	IconTexPushed=[L2WorldMap.WorldIcon.16_25_C0_a]	WorldLocX=-119676	WorldLocY=225465	Width=64	Height=64	DescOffsetX=-4	DescOffsetY=30	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=76	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=106943	WorldLocY=84778	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=77	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=100348	WorldLocY=107760	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=78	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=100348	WorldLocY=129142	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=79	IconTexNormal=[L2WorldMap.WorldIcon.19_21_castle]	IconTexOver=[L2WorldMap.WorldIcon.19_21_castle_a]	IconTexPushed=[L2WorldMap.WorldIcon.19_21_castle_a]	WorldLocX=110140	WorldLocY=137736	Width=64	Height=64	DescOffsetX=1	DescOffsetY=35	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=80	IconTexNormal=[L2WorldMap.WorldIcon.23_23_0]	IconTexOver=[L2WorldMap.WorldIcon.23_23_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.23_23_0_a]	WorldLocX=113138	WorldLocY=168511	Width=64	Height=52	DescOffsetX=-1	DescOffsetY=41	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=81	IconTexNormal=[L2WorldMap.WorldIcon.24_17_0]	IconTexOver=[L2WorldMap.WorldIcon.24_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_17_0_a]	WorldLocX=141116	WorldLocY=-23535	Width=64	Height=64	DescOffsetX=0	DescOffsetY=30	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=82	IconTexNormal=[L2WorldMap.WorldIcon.24_18_0]	IconTexOver=[L2WorldMap.WorldIcon.24_18_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_18_0_a]	WorldLocX=142115	WorldLocY=-6349	Width=64	Height=94	DescOffsetX=10	DescOffsetY=50	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=83	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=141515	WorldLocY=23627	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=84	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=133522	WorldLocY=12036	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=85	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=151907	WorldLocY=12036	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=86	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=139916	WorldLocY=52004	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=87	IconTexNormal=[L2WorldMap.WorldIcon.24_20_0]	IconTexOver=[L2WorldMap.WorldIcon.24_20_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_20_0_a]	WorldLocX=143713	WorldLocY=80981	Width=64	Height=32	DescOffsetX=4	DescOffsetY=13	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=88	IconTexNormal=[L2WorldMap.WorldIcon.24_21_0]	IconTexOver=[L2WorldMap.WorldIcon.24_21_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_21_0_a]	WorldLocX=140516	WorldLocY=107959	Width=64	Height=64	DescOffsetX=-15	DescOffsetY=49	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=89	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=121931	WorldLocY=-204191	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=90	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=172890	WorldLocY=-204191	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=92	IconTexNormal=[L2WorldMap.WorldIcon.25_12_0]	IconTexOver=[L2WorldMap.WorldIcon.25_12_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_12_0_a]	WorldLocX=176287	WorldLocY=-184407	Width=32	Height=64	DescOffsetX=-17	DescOffsetY=31	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=93	IconTexNormal=[L2WorldMap.WorldIcon.25_17_0]	IconTexOver=[L2WorldMap.WorldIcon.25_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_17_0_a]	WorldLocX=172091	WorldLocY=-24135	Width=64	Height=54	DescOffsetX=-4	DescOffsetY=32	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=94	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=167694	WorldLocY=-10945	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=95	IconTexNormal=[L2WorldMap.WorldIcon.25_18_0]	IconTexOver=[L2WorldMap.WorldIcon.25_18_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_18_0_a]	WorldLocX=169893	WorldLocY=12636	Width=64	Height=60	DescOffsetX=5	DescOffsetY=48	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=96	IconTexNormal=[L2WorldMap.WorldIcon.25_18_1]	IconTexOver=[L2WorldMap.WorldIcon.25_18_1_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_18_1_a]	WorldLocX=188677	WorldLocY=13835	Width=64	Height=55	DescOffsetX=1	DescOffsetY=19	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=97	IconTexNormal=[L2WorldMap.WorldIcon.25_19_0]	IconTexOver=[L2WorldMap.WorldIcon.25_19_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_19_0_a]	WorldLocX=183681	WorldLocY=46608	Width=64	Height=52	DescOffsetX=-2	DescOffsetY=25	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=98	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=168693	WorldLocY=40214	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=99	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=167894	WorldLocY=49806	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=100	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=166096	WorldLocY=88575	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=101	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=23610	WorldLocY=137136	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=102	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=3426	WorldLocY=159118	Width=80	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=103	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-7366	WorldLocY=171708	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=104	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-44336	WorldLocY=195090	Width=80	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=105	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-11362	WorldLocY=94970	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=106	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-15959	WorldLocY=198487	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=107	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=153705	WorldLocY=-193799	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=108	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=143913	WorldLocY=44610	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=109	IconTexNormal=[L2WorldMap.WorldIcon.21_24_0]	IconTexOver=[L2WorldMap.WorldIcon.21_24_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.21_24_0_a]	WorldLocX=43993	WorldLocY=204282	Width=64	Height=64	DescOffsetX=10	DescOffsetY=55	DescFontName=[MapFontSize10]	applycountry={0;2;3;1;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=110	IconTexNormal=[L2WorldMap.WorldIcon.20_17_0]	IconTexOver=[L2WorldMap.WorldIcon.20_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.20_17_0_a]	WorldLocX=17215	WorldLocY=-21737	Width=55	Height=64	DescOffsetX=0	DescOffsetY=37	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=111	IconTexNormal=[L2WorldMap.WorldIcon.25_21_0]	IconTexOver=[L2WorldMap.WorldIcon.25_21_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_21_0_a]	WorldLocX=118134	WorldLocY=116153	Width=99	Height=64	DescOffsetX=-1	DescOffsetY=41	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=112	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=67375	WorldLocY=72588	Width=65	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=113	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-24952	WorldLocY=159518	Width=69	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=114	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=95552	WorldLocY=78983	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=115	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=130924	WorldLocY=73987	Width=70	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;1;2;3;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=116	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-35943	WorldLocY=71589	Width=101	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=117	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-72514	WorldLocY=76585	Width=109	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=119	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=142115	WorldLocY=-58108	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=120	IconTexNormal=[L2WorldMap.WorldIcon.25_14_0]	IconTexOver=[L2WorldMap.WorldIcon.25_14_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_14_0_a]	WorldLocX=176687	WorldLocY=-119658	Width=32	Height=48	DescOffsetX=-20	DescOffsetY=38	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=121	IconTexNormal=[L2WorldMap.WorldIcon.24_14_1]	IconTexOver=[L2WorldMap.WorldIcon.24_14_1_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_14_1_a]	WorldLocX=147710	WorldLocY=-109467	Width=64	Height=32	DescOffsetX=6	DescOffsetY=33	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=122	IconTexNormal=[L2WorldMap.WorldIcon.24_15_0]	IconTexOver=[L2WorldMap.WorldIcon.24_15_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_15_0_a]	WorldLocX=142315	WorldLocY=-84886	Width=64	Height=64	DescOffsetX=-26	DescOffsetY=26	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=123	IconTexNormal=[L2WorldMap.WorldIcon.25_16_0]	IconTexOver=[L2WorldMap.WorldIcon.25_16_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_16_0_a]	WorldLocX=170492	WorldLocY=-56109	Width=54	Height=64	DescOffsetX=-15	DescOffsetY=36	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=124	IconTexNormal=[L2WorldMap.WorldIcon.23_16_1]	IconTexOver=[L2WorldMap.WorldIcon.23_16_1_a]	IconTexPushed=[L2WorldMap.WorldIcon.23_16_1_a]	WorldLocX=111140	WorldLocY=-55909	Width=64	Height=64	DescOffsetX=-36	DescOffsetY=44	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=125	IconTexNormal=[L2WorldMap.WorldIcon.22_25_0]	IconTexOver=[L2WorldMap.WorldIcon.22_25_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.22_25_0_a]	WorldLocX=77966	WorldLocY=235058	Width=64	Height=103	DescOffsetX=-11	DescOffsetY=70	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=126	IconTexNormal=[L2WorldMap.WorldIcon.25_23_C0]	IconTexOver=[L2WorldMap.WorldIcon.25_23_C0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_23_C0_a]	WorldLocX=164897	WorldLocY=157520	Width=86	Height=59	DescOffsetX=0	DescOffsetY=57	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=127	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-30347	WorldLocY=6840	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=128	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=150908	WorldLocY=-24734	Width=118	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=129	IconTexNormal=[L2WorldMap.WorldIcon.25_15_0]	IconTexOver=[L2WorldMap.WorldIcon.25_15_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_15_0_a]	WorldLocX=183681	WorldLocY=-86485	Width=32	Height=64	DescOffsetX=-15	DescOffsetY=36	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=130	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-134664	WorldLocY=38015	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=131	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-123073	WorldLocY=48007	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=132	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-104688	WorldLocY=41612	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=133	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-130068	WorldLocY=58599	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=134	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=105944	WorldLocY=41612	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=147	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=7622	WorldLocY=242252	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=11	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-109884	WorldLocY=245449	Width=0	Height=0	DescOffsetX=0	DescOffsetY=7	DescFontName=[MapFontSize9]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=10	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-86702	WorldLocY=238655	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=7	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-103489	WorldLocY=150725	Width=0	Height=0	DescOffsetX=-20	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=12	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-102490	WorldLocY=256640	Width=0	Height=0	DescOffsetX=-25	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=12	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-102490	WorldLocY=256640	Width=0	Height=0	DescOffsetX=-32	DescOffsetY=-3	DescFontName=[MapFontSize8]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=16	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-64920	WorldLocY=-112264	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=16	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-59924	WorldLocY=-112264	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=32	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-21954	WorldLocY=120549	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=34	IconTexNormal=[L2WorldMap.WorldIcon.19_23_0]	IconTexOver=[L2WorldMap.WorldIcon.19_23_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.19_23_0_a]	WorldLocX=-23553	WorldLocY=161517	Width=64	Height=92	DescOffsetX=-15	DescOffsetY=35	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=38	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-5167	WorldLocY=12236	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8;9;12;14}	MinimapRegion_end
MinimapRegion_begin	regionid=38	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-5167	WorldLocY=12236	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=45	IconTexNormal=[L2WorldMap.WorldIcon.19_21_castle]	IconTexOver=[L2WorldMap.WorldIcon.19_21_castle_a]	IconTexPushed=[L2WorldMap.WorldIcon.19_21_castle_a]	WorldLocX=20812	WorldLocY=151325	Width=64	Height=64	DescOffsetX=10	DescOffsetY=15	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=46	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=14017	WorldLocY=146529	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=46	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=10020	WorldLocY=143531	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
