variation_option_begin	mineral_item_id=94185	item_group_name=0	option_description1=[Скор. Атк. +5 ~ +100\nСкор. Маг. +5 ~ +100\nМощность физ. умений +1% ~ +5%\nМощность маг. умений +1% ~ +5%]	option_description2=[<font color="bbb58a">Физ. Атк. +10 ~ +220\nМаг. Атк. +10 ~ +270\nШанс Физ. Крит. Атк. +10 ~ +50</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=21	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=22	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=23	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=24	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=25	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1% ~ -5%\nШанс получения крит. урона от маг. умений -1% ~ -5%</font>\n<font color="e16d6d">Шанс получения крит. урона от всех умений -1% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=10	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=11	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=12	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=13	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -5 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=14	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=15	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=16	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Получаемый урон -1% ~ -3%\nЭффективность получаемого лечения +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=17	option_description1=[<font color="bbb58a">Физ. Атк. +10 ~ +200\nМаг. Атк. +10 ~ +200\nФиз. Точность +1 ~ +3\nМаг. Точность +1 ~ +3</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +50\nМакс. MP +5 ~ +50\nФиз. Уклонение +1 ~ +3\nМаг. Уклонение +1 ~ +3</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1% ~ -2%\nШанс получения крит. урона от маг. умений -1% ~ -2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=18	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=19	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=20	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=21	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -10 ~ -300\nПолучаемый урон от Крит. Атк. маг. умений -10 ~ -300</font>\n<font color="e16d6d">Получаемый урон от Крит. Атк. всех умений -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=22	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=23	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=24	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%\nЭффективность получаемого лечения +2% ~ +10%\nБонус восстановления HP/ MP +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=25	option_description1=[<font color="bbb58a">Физ. Защ. +10 ~ +200\nМаг. Защ. +10 ~ +200\nФиз. Точность +1 ~ +5\nМаг. Точность +1 ~ +5</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Макс. HP +5 ~ +100\nМакс. MP +5 ~ +100\nФиз. Уклонение +1 ~ +5\nМаг. Уклонение +1 ~ +5</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1% ~ -5%\nШанс получения крит. урона от маг. умений -1% ~ -5%</font>\n<font color="e16d6d">Шанс получения крит. урона от всех умений -1% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97439	item_group_name=0	option_description1=[<font color="bbb58a">Скор. Атк. +55 ~ +150\nСкор. Маг. +55 ~ +150</font>\n<font color="84aed8">Расход MP -2% ~ -5%</font>\n<font color="e16d6d">Мощность всех умений +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Атк. +120 ~ +425\nМаг. Атк. +150 ~ +535</font>\n<font color="e16d6d">Сила Крит. Атк. всех умений +70 ~ +300\nУрон от Зарядов Души/ Зарядов Духа +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97444	item_group_name=0	option_description1=[<font color="bbb58a">Скор. Атк. +55 ~ +150\nСкор. Маг. +55 ~ +150</font>\n<font color="84aed8">Расход MP -2% ~ -5%</font>\n<font color="e16d6d">Мощность всех умений +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Атк. +120 ~ +425\nМаг. Атк. +150 ~ +535</font>\n<font color="e16d6d">Сила Крит. Атк. всех умений +70 ~ +300\nУрон от Зарядов Души/ Зарядов Духа +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=7	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=6	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Сопротивление атакам из лука и маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Сопротивление отрицательным эффектам и аномальным состояниям +3% ~ +10%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=5	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Шанс получения крит. урона от всех атак -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=4	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Уклонение от всех умений +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="84aed8">Скорость +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=3	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Получаемый крит. урон от всех атак -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=7	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=6	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Сопротивление атакам из лука и маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Сопротивление отрицательным эффектам и аномальным состояниям +3% ~ +10%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=5	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Шанс получения крит. урона от всех атак -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=4	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Уклонение от всех умений +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="84aed8">Скорость +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=3	option_description1=[<font color="bbb58a">Макс. HP +125 ~ +480\nМакс. MP +125 ~ +480</font>\n<font color="c170ca">Получаемый урон -2% ~ -5%</font>]	option_description2=[<font color="bbb58a">Физ. Защ. +32 ~ +110\nМаг. Защ. +35 ~ +120</font>\n<font color="c170ca">Получаемый крит. урон от всех атак -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=10	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=11	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=12	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=14	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон -1,2% ~ -3%\nЭффективность получаемого лечения +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=15	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон -1,2% ~ -3%\nЭффективность получаемого лечения +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=16	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон -1,2% ~ -3%\nЭффективность получаемого лечения +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=17	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление оружию ближнего боя +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Шанс получения крит. урона от физ. умений -1,2% ~ -2%\nШанс получения крит. урона от маг. умений -1,2% ~ -2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=13	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=10	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=11	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=12	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление маг. урону +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон от Крит. Атк. физ. умений -30 ~ -100\nПолучаемый урон от Крит. Атк. маг. умений -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=14	option_description1=[<font color="bbb58a">Физ. Атк. +60 ~ +200\nМаг. Атк. +60 ~ +200\nФиз. Точность +1,2 ~ +3\nМаг. Точность +1,2 ~ +3</font>\n<font color="c170ca">Сопротивление атакам из лука +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Макс. HP +12 ~ +50\nМакс. MP +12 ~ +50\nФиз. Уклонение +1,2 ~ +3\nМаг. Уклонение +1,2 ~ +3</font>\n<font color="c170ca">Получаемый урон -1,2% ~ -3%\nЭффективность получаемого лечения +2% ~ +5%</font>]	option_description3=[]	variation_option_end
