MinimapRegion_begin	regionid=1	IconTexNormal=[L2WorldMap.WorldIcon.16_25_C0]	IconTexOver=[L2WorldMap.WorldIcon.16_25_C0_a]	IconTexPushed=[L2WorldMap.WorldIcon.16_25_C0_a]	WorldLocX=-119676	WorldLocY=225465	Width=64	Height=64	DescOffsetX=-4	DescOffsetY=30	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=85	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=151907	WorldLocY=12036	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=86	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=139916	WorldLocY=52004	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=87	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=144513	WorldLocY=83579	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;4}	MinimapRegion_end
MinimapRegion_begin	regionid=88	IconTexNormal=[L2WorldMap.WorldIcon.24_21_0]	IconTexOver=[L2WorldMap.WorldIcon.24_21_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_21_0_a]	WorldLocX=140516	WorldLocY=107959	Width=0	Height=0	DescOffsetX=1508	DescOffsetY=1901	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=89	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=121931	WorldLocY=-204191	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=90	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=172890	WorldLocY=-204191	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=91	IconTexNormal=[L2WorldMap.WorldIcon.24_12_0]	IconTexOver=[L2WorldMap.WorldIcon.24_12_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_12_0_a]	WorldLocX=138518	WorldLocY=-176813	Width=32	Height=32	DescOffsetX=-23	DescOffsetY=6	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=92	IconTexNormal=[L2WorldMap.WorldIcon.25_12_0]	IconTexOver=[L2WorldMap.WorldIcon.25_12_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_12_0_a]	WorldLocX=176287	WorldLocY=-184407	Width=32	Height=64	DescOffsetX=-17	DescOffsetY=31	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=93	IconTexNormal=[L2WorldMap.WorldIcon.25_17_0]	IconTexOver=[L2WorldMap.WorldIcon.25_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_17_0_a]	WorldLocX=172091	WorldLocY=-24135	Width=0	Height=0	DescOffsetX=1677	DescOffsetY=1223	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=94	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=167694	WorldLocY=-10945	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=95	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=170892	WorldLocY=8239	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=96	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=188877	WorldLocY=17632	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=97	IconTexNormal=[L2WorldMap.WorldIcon.25_19_0]	IconTexOver=[L2WorldMap.WorldIcon.25_19_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_19_0_a]	WorldLocX=183681	WorldLocY=46608	Width=64	Height=52	DescOffsetX=-2	DescOffsetY=25	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=98	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=168693	WorldLocY=40214	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=99	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=167894	WorldLocY=49806	Width=68	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=101	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=23610	WorldLocY=137136	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=102	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=3426	WorldLocY=159118	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;4}	MinimapRegion_end
MinimapRegion_begin	regionid=104	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-44336	WorldLocY=195090	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=107	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=153705	WorldLocY=-193799	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=108	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=143913	WorldLocY=44610	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=109	IconTexNormal=[L2WorldMap.WorldIcon.21_24_0]	IconTexOver=[L2WorldMap.WorldIcon.21_24_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.21_24_0_a]	WorldLocX=43993	WorldLocY=204282	Width=64	Height=64	DescOffsetX=10	DescOffsetY=55	DescFontName=[MapFontSize10]	applycountry={0;2;3;1;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=110	IconTexNormal=[L2WorldMap.WorldIcon.20_17_0]	IconTexOver=[L2WorldMap.WorldIcon.20_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.20_17_0_a]	WorldLocX=17215	WorldLocY=-21737	Width=55	Height=64	DescOffsetX=0	DescOffsetY=37	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=111	IconTexNormal=[L2WorldMap.WorldIcon.25_21_0]	IconTexOver=[L2WorldMap.WorldIcon.25_21_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_21_0_a]	WorldLocX=118134	WorldLocY=116153	Width=99	Height=64	DescOffsetX=-3	DescOffsetY=64	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=112	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=67375	WorldLocY=72588	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=119	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=142115	WorldLocY=-58108	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=120	IconTexNormal=[L2WorldMap.WorldIcon.25_14_0]	IconTexOver=[L2WorldMap.WorldIcon.25_14_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_14_0_a]	WorldLocX=176687	WorldLocY=-119658	Width=32	Height=48	DescOffsetX=-20	DescOffsetY=38	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=121	IconTexNormal=[L2WorldMap.WorldIcon.24_14_1]	IconTexOver=[L2WorldMap.WorldIcon.24_14_1_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_14_1_a]	WorldLocX=147710	WorldLocY=-109467	Width=64	Height=32	DescOffsetX=6	DescOffsetY=33	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=122	IconTexNormal=[L2WorldMap.WorldIcon.24_15_0]	IconTexOver=[L2WorldMap.WorldIcon.24_15_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_15_0_a]	WorldLocX=142315	WorldLocY=-84886	Width=64	Height=64	DescOffsetX=-26	DescOffsetY=26	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=123	IconTexNormal=[L2WorldMap.WorldIcon.25_16_0]	IconTexOver=[L2WorldMap.WorldIcon.25_16_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_16_0_a]	WorldLocX=170492	WorldLocY=-56109	Width=54	Height=64	DescOffsetX=-15	DescOffsetY=36	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=124	IconTexNormal=[L2WorldMap.WorldIcon.23_16_1]	IconTexOver=[L2WorldMap.WorldIcon.23_16_1_a]	IconTexPushed=[L2WorldMap.WorldIcon.23_16_1_a]	WorldLocX=111140	WorldLocY=-55909	Width=64	Height=64	DescOffsetX=-36	DescOffsetY=44	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=125	IconTexNormal=[L2WorldMap.WorldIcon.22_25_0]	IconTexOver=[L2WorldMap.WorldIcon.22_25_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.22_25_0_a]	WorldLocX=77966	WorldLocY=235058	Width=64	Height=103	DescOffsetX=-11	DescOffsetY=70	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=126	IconTexNormal=[L2WorldMap.WorldIcon.25_23_C0]	IconTexOver=[L2WorldMap.WorldIcon.25_23_C0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_23_C0_a]	WorldLocX=164897	WorldLocY=157520	Width=86	Height=59	DescOffsetX=0	DescOffsetY=57	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=127	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-30347	WorldLocY=6840	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=128	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=150908	WorldLocY=-24734	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;4}	MinimapRegion_end
MinimapRegion_begin	regionid=129	IconTexNormal=[L2WorldMap.WorldIcon.25_15_0]	IconTexOver=[L2WorldMap.WorldIcon.25_15_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_15_0_a]	WorldLocX=183681	WorldLocY=-86485	Width=32	Height=64	DescOffsetX=-15	DescOffsetY=36	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=130	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-134664	WorldLocY=38015	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=131	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-123073	WorldLocY=48007	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;1;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=132	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-110084	WorldLocY=41612	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=133	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-130068	WorldLocY=58599	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=143	IconTexNormal=[L2WorldMap.WorldIcon.22_13_castle]	IconTexOver=[L2WorldMap.WorldIcon.22_13_castle_a]	IconTexPushed=[L2WorldMap.WorldIcon.22_13_castle_a]	WorldLocX=140316	WorldLocY=-52912	Width=64	Height=64	DescOffsetX=9	DescOffsetY=41	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=144	IconTexNormal=[L2WorldMap.WorldIcon.Fort_common]	IconTexOver=[L2WorldMap.WorldIcon.Fort_common_a]	IconTexPushed=[L2WorldMap.WorldIcon.Fort_common_a]	WorldLocX=110340	WorldLocY=-18140	Width=32	Height=32	DescOffsetX=-24	DescOffsetY=-9	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=145	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-65319	WorldLocY=133939	Width=80	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;4}	MinimapRegion_end
MinimapRegion_begin	regionid=49	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=22810	WorldLocY=180701	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=147	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=7622	WorldLocY=242252	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=148	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=95352	WorldLocY=62995	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;1;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=149	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-21354	WorldLocY=172508	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=34	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-21354	WorldLocY=172508	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=151	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=39996	WorldLocY=145529	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=152	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=51987	WorldLocY=143531	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=153	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=95952	WorldLocY=59598	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={0;2;3;1;4}	MinimapRegion_end
MinimapRegion_begin	regionid=154	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=111539	WorldLocY=58599	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=158	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=66375	WorldLocY=-76293	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={0;2;3;1;9;12;14;4}	MinimapRegion_end
MinimapRegion_begin	regionid=159	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=74968	WorldLocY=-83288	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=160	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=81963	WorldLocY=-80290	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=161	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=30204	WorldLocY=39015	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=162	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-38940	WorldLocY=179502	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=163	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-30147	WorldLocY=176105	Width=75	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=164	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=84960	WorldLocY=-162224	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=165	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=95952	WorldLocY=-158228	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=166	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=113937	WorldLocY=-166221	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=167	IconTexNormal=[L2WorldMap.WorldIcon.25_18_0]	IconTexOver=[L2WorldMap.WorldIcon.25_18_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.25_18_0_a]	WorldLocX=169893	WorldLocY=12636	Width=64	Height=60	DescOffsetX=5	DescOffsetY=48	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=168	IconTexNormal=[L2WorldMap.WorldIcon.24_17_0]	IconTexOver=[L2WorldMap.WorldIcon.24_17_0_a]	IconTexPushed=[L2WorldMap.WorldIcon.24_17_0_a]	WorldLocX=141116	WorldLocY=-23535	Width=64	Height=60	DescOffsetX=0	DescOffsetY=30	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=169	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=136719	WorldLocY=214474	Width=79	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=170	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=144513	WorldLocY=201485	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=171	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=144513	WorldLocY=219470	Width=58	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={-1}	MinimapRegion_end
MinimapRegion_begin	regionid=4	IconTexNormal=[L2WorldMap.WorldIcon.18_24_camp]	IconTexOver=[L2WorldMap.WorldIcon.18_24_camp_a]	IconTexPushed=[L2WorldMap.WorldIcon.18_24_camp_a]	WorldLocX=-100691	WorldLocY=103163	Width=64	Height=59	DescOffsetX=-40	DescOffsetY=41	DescFontName=[MapFontSize10]	applycountry={8;9;12;14;1}	MinimapRegion_end
MinimapRegion_begin	regionid=2	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-105287	WorldLocY=235457	Width=0	Height=0	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=7	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-103489	WorldLocY=150725	Width=0	Height=0	DescOffsetX=-20	DescOffsetY=0	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=10	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-86702	WorldLocY=238655	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=11	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-109884	WorldLocY=245449	Width=0	Height=0	DescOffsetX=0	DescOffsetY=7	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=11	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-109884	WorldLocY=245449	Width=0	Height=0	DescOffsetX=-5	DescOffsetY=10	DescFontName=[MapFontSize9]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=12	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-102490	WorldLocY=256640	Width=0	Height=0	DescOffsetX=-25	DescOffsetY=0	DescFontName=[MapFontSize8]	applycountry={8}	MinimapRegion_end
MinimapRegion_begin	regionid=12	IconTexNormal=[None]	IconTexOver=[None]	IconTexPushed=[None]	WorldLocX=-102490	WorldLocY=256640	Width=0	Height=0	DescOffsetX=-32	DescOffsetY=-3	DescFontName=[MapFontSize8]	applycountry={1}	MinimapRegion_end
MinimapRegion_begin	regionid=16	IconTexNormal=[L2WorldMap.WorldIcon.Font_Blank]	IconTexOver=[L2WorldMap.WorldIcon.Font_Blank]	IconTexPushed=[L2WorldMap.WorldIcon.Font_Blank]	WorldLocX=-67917	WorldLocY=-112264	Width=83	Height=16	DescOffsetX=0	DescOffsetY=0	DescFontName=[MapFontSize10]	applycountry={8}	MinimapRegion_end
