dyepotential_exp_begin	slotone={31081;1}	slottwo={31087;1}	commission=400000	prob=1.35022E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35069;1}	slottwo={35189;1}	commission=600000	prob=1.40979E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100607	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35072;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35073;1}	slottwo={35189;1}	commission=800000	prob=1.40985E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100611	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={30858;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35077;1}	slottwo={35189;1}	commission=600000	prob=1.4099E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=100615	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35080;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35081;1}	slottwo={35189;1}	commission=800000	prob=1.40996E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100619	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35084;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35085;1}	slottwo={35189;1}	commission=800000	prob=1.35105E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=100623	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35088;1}	commission=100725	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35089;1}	slottwo={35189;1}	commission=600000	prob=1.41007E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100627	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35092;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35093;1}	slottwo={35189;1}	commission=800000	prob=1.41013E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100631	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={30898;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35097;1}	slottwo={35189;1}	commission=600000	prob=1.41018E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=100635	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35100;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35101;1}	slottwo={35189;1}	commission=800000	prob=1.41024E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100639	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35104;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35105;1}	slottwo={35189;1}	commission=800000	prob=1.35161E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=100643	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35108;1}	commission=100725	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35109;1}	slottwo={35189;1}	commission=600000	prob=1.41035E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100647	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35112;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35113;1}	slottwo={35189;1}	commission=800000	prob=1.4104E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100651	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={30938;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35117;1}	slottwo={35189;1}	commission=600000	prob=1.41046E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=100655	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35120;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35121;1}	slottwo={35189;1}	commission=800000	prob=1.41052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=100659	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35124;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35125;1}	slottwo={35189;1}	commission=800000	prob=1.44035E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102757	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37222;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37223;1}	slottwo={35186;1}	commission=400000	prob=1.43997E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102761	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35448;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35449;1}	slottwo={35186;1}	commission=400000	prob=1.41512E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=100987	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35452;1}	commission=100722	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35453;1}	slottwo={35187;1}	commission=600000	prob=1.41517E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=100991	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35456;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35457;1}	slottwo={35187;1}	commission=600000	prob=1.41523E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=100995	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35460;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35461;1}	slottwo={35187;1}	commission=600000	prob=1.41528E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=100999	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35464;1}	commission=100725	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35465;1}	slottwo={35189;1}	commission=600000	prob=1.41534E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101003	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35468;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35469;1}	slottwo={35189;1}	commission=800000	prob=1.4154E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101007	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={37252;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37226;1}	slottwo={35186;1}	commission=400000	prob=1.44002E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102764	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37229;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37230;1}	slottwo={35186;1}	commission=400000	prob=1.41544E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=101010	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35475;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35476;1}	slottwo={35186;1}	commission=400000	prob=1.4155E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={10176;9}	commission=101014	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35479;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35480;1}	slottwo={35187;1}	commission=600000	prob=1.41555E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101018	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35483;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35484;1}	slottwo={35187;1}	commission=600000	prob=1.4156E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101022	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35487;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35488;1}	slottwo={35189;1}	commission=600000	prob=1.41566E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=101026	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35491;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35492;1}	slottwo={35189;1}	commission=800000	prob=1.41572E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101030	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35495;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35496;1}	slottwo={35189;1}	commission=800000	prob=1.44038E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102767	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37232;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37233;1}	slottwo={35186;1}	commission=400000	prob=1.44011E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102771	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35498;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35499;1}	slottwo={35186;1}	commission=400000	prob=1.41582E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=101037	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35502;1}	commission=100722	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35503;1}	slottwo={35187;1}	commission=600000	prob=1.41587E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101041	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35506;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35507;1}	slottwo={35187;1}	commission=600000	prob=1.41593E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101045	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35510;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35511;1}	slottwo={35187;1}	commission=600000	prob=1.41598E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101049	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35514;1}	commission=100725	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35515;1}	slottwo={35189;1}	commission=600000	prob=1.41604E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101053	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35518;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35519;1}	slottwo={35189;1}	commission=800000	prob=1.4161E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101057	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={37254;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37236;1}	slottwo={35186;1}	commission=400000	prob=1.44016E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102774	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37239;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37240;1}	slottwo={35186;1}	commission=400000	prob=1.41614E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=101060	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35525;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35526;1}	slottwo={35186;1}	commission=400000	prob=1.4162E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={10176;9}	commission=101064	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35529;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35530;1}	slottwo={35187;1}	commission=600000	prob=1.41625E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101068	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35533;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35534;1}	slottwo={35187;1}	commission=600000	prob=1.4163E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101072	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35537;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35538;1}	slottwo={35189;1}	commission=600000	prob=1.41636E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=101076	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35541;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35542;1}	slottwo={35189;1}	commission=800000	prob=1.41642E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101080	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35545;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35546;1}	slottwo={35189;1}	commission=800000	prob=1.44041E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102777	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37242;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37243;1}	slottwo={35186;1}	commission=400000	prob=1.44025E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102781	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35548;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35549;1}	slottwo={35186;1}	commission=400000	prob=1.41652E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=101087	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35552;1}	commission=100722	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35553;1}	slottwo={35187;1}	commission=600000	prob=1.41657E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101091	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35556;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35557;1}	slottwo={35187;1}	commission=600000	prob=1.41663E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101095	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35560;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35561;1}	slottwo={35187;1}	commission=600000	prob=1.41668E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101099	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35564;1}	commission=100725	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35565;1}	slottwo={35189;1}	commission=600000	prob=1.41674E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101103	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35568;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35569;1}	slottwo={35189;1}	commission=800000	prob=1.4168E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101107	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={37256;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37246;1}	slottwo={35186;1}	commission=400000	prob=1.4403E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=102784	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37249;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37250;1}	slottwo={35186;1}	commission=400000	prob=1.41684E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={6784;6}	commission=101110	prob=1.41142E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35575;1}	commission=100722	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35576;1}	slottwo={35186;1}	commission=400000	prob=1.4169E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35186;1}	slottwo={10176;9}	commission=101114	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35579;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35580;1}	slottwo={35187;1}	commission=600000	prob=1.41695E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101118	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35583;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35584;1}	slottwo={35187;1}	commission=600000	prob=1.41701E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35187;1}	slottwo={10176;9}	commission=101122	prob=1.41143E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35587;1}	commission=100723	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35588;1}	slottwo={35189;1}	commission=600000	prob=1.41706E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={10176;9}	commission=101126	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35591;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35592;1}	slottwo={35189;1}	commission=800000	prob=1.41712E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35189;1}	slottwo={13568;12}	commission=101130	prob=1.41146E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35595;1}	commission=100725	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35596;1}	slottwo={35189;1}	commission=800000	prob=1.44035E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=102757	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37222;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37223;1}	slottwo={31087;1}	commission=400000	prob=1.43997E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=102761	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35448;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35449;1}	slottwo={31087;1}	commission=400000	prob=1.41512E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=100987	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35452;1}	commission=96623	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35453;1}	slottwo={31094;1}	commission=600000	prob=1.41517E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31094;1}	slottwo={10176;9}	commission=100991	prob=1.35407E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35456;1}	commission=96630	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35457;1}	slottwo={31094;1}	commission=600000	prob=1.41523E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31094;1}	slottwo={10176;9}	commission=100995	prob=1.35407E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35460;1}	commission=96630	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35461;1}	slottwo={31094;1}	commission=600000	prob=1.41528E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31094;1}	slottwo={10176;9}	commission=100999	prob=1.41144E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35464;1}	commission=100724	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35465;1}	slottwo={35188;1}	commission=600000	prob=1.41534E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35188;1}	slottwo={13568;12}	commission=101003	prob=1.41144E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35468;1}	commission=100724	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35469;1}	slottwo={35188;1}	commission=800000	prob=1.4154E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35188;1}	slottwo={13568;12}	commission=101007	prob=1.41144E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={37252;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37226;1}	slottwo={31087;1}	commission=400000	prob=1.44002E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=102764	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37229;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37230;1}	slottwo={31087;1}	commission=400000	prob=1.41544E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=101010	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35475;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35476;1}	slottwo={31087;1}	commission=400000	prob=1.4155E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={10176;9}	commission=101014	prob=1.35407E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35479;1}	commission=96630	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35480;1}	slottwo={31094;1}	commission=600000	prob=1.41555E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31094;1}	slottwo={10176;9}	commission=101018	prob=1.35407E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35483;1}	commission=96630	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35484;1}	slottwo={31094;1}	commission=600000	prob=1.4156E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31094;1}	slottwo={10176;9}	commission=101022	prob=1.35407E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35487;1}	commission=96630	prob=8.40779E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35488;1}	slottwo={35188;1}	commission=600000	prob=1.41566E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35188;1}	slottwo={10176;9}	commission=101026	prob=1.41144E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={10176;9}	slottwo={35491;1}	commission=100724	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35492;1}	slottwo={35188;1}	commission=800000	prob=1.41572E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={35188;1}	slottwo={13568;12}	commission=101030	prob=1.41144E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={13568;12}	slottwo={35495;1}	commission=100724	prob=1.121039E-39	dyepotential_exp_end
dyepotential_exp_begin	slotone={35496;1}	slottwo={35188;1}	commission=800000	prob=1.44038E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=102767	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={37232;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={37233;1}	slottwo={31087;1}	commission=400000	prob=1.44011E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={31087;1}	slottwo={6784;6}	commission=102771	prob=1.35398E-40	dyepotential_exp_end
dyepotential_exp_begin	slotone={6784;6}	slottwo={35498;1}	commission=96623	prob=5.6052E-40	dyepotential_exp_end
