variation_option_begin	mineral_item_id=94185	item_group_name=0	option_description1=[Atk. Spd. +5 ~ +100\nCasting Spd. +5 ~ +100\nP. Skill Power +1% ~ +5%\nM. Skill Power +1% ~ +5%]	option_description2=[<font color="bbb58a">P. Atk. +10 ~ +220\nM. Atk. +10 ~ +270\nP. Critical Rate +10 ~ +50</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94423	item_group_name=25	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Rate -1% ~ -5%\nReceived M. Skill Critical Rate -1% ~ -5%</font>\n<font color="e16d6d">Received Skill Critical Rate -1% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=10	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -100\nReceived M. Skill Critical Damage -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=11	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -100\nReceived M. Skill Critical Damage -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=12	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -100\nReceived M. Skill Critical Damage -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=13	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -5 ~ -100\nReceived M. Skill Critical Damage -5 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=14	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">Bow Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received damage -1% ~ -3%\nReceived Healing +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=15	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">Bow Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received damage -1% ~ -3%\nReceived Healing +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=16	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">Bow Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received damage -1% ~ -3%\nReceived Healing +1% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=17	option_description1=[<font color="bbb58a">P. Atk. +10 ~ +200\nM. Atk. +10 ~ +200\nP. Accuracy +1 ~ +3\nM. Accuracy +1 ~ +3</font>\n<font color="c170ca">Melee Weapon Resistance +1% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +50\nMax MP +5 ~ +50\nP. Evasion +1 ~ +3\nM. Evasion +1 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Rate -1% ~ -2%\nReceived M. Skill Critical Rate -1% ~ -2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=18	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -10 ~ -300\nReceived M. Skill Critical Damage -10 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=19	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -10 ~ -300\nReceived M. Skill Critical Damage -10 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=20	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -10 ~ -300\nReceived M. Skill Critical Damage -10 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=21	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -10 ~ -300\nReceived M. Skill Critical Damage -10 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -10 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=22	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">Bow Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +2% ~ +10%\nHP/ MP Recovery Rate +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=23	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">Bow Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +2% ~ +10%\nHP/ MP Recovery Rate +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=24	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">Bow Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received damage -2% ~ -5%\nReceived Healing +2% ~ +10%\nHP/ MP Recovery Rate +1 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=94424	item_group_name=25	option_description1=[<font color="bbb58a">P. Def. +10 ~ +200\nM. Def. +10 ~ +200\nP. Accuracy +1 ~ +5\nM. Accuracy +1 ~ +5</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +5 ~ +100\nMax MP +5 ~ +100\nP. Evasion +1 ~ +5\nM. Evasion +1 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Rate -1% ~ -5%\nReceived M. Skill Critical Rate -1% ~ -5%</font>\n<font color="e16d6d">Received Skill Critical Rate -1% ~ -5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97439	item_group_name=0	option_description1=[<font color="bbb58a">Atk. Spd. +55 ~ +150\nCasting Spd. +55 ~ +150</font>\n<font color="84aed8">MP Consumption -2% ~ -5%</font>\n<font color="e16d6d">Skill Power +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Atk. +120 ~ +425\nM. Atk. +150 ~ +535</font>\n<font color="e16d6d">Skill Critical Damage +70 ~ +300\nSoulshot/ Spiritshot damage +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97444	item_group_name=0	option_description1=[<font color="bbb58a">Atk. Spd. +55 ~ +150\nCasting Spd. +55 ~ +150</font>\n<font color="84aed8">MP Consumption -2% ~ -5%</font>\n<font color="e16d6d">Skill Power +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Atk. +120 ~ +425\nM. Atk. +150 ~ +535</font>\n<font color="e16d6d">Skill Critical Damage +70 ~ +300\nSoulshot/ Spiritshot damage +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=7	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=6	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Bow/ Magic Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=5	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">All received Critical Rate -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=4	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Skill Evasion +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="84aed8">Speed +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97440	item_group_name=3	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Received damage -2% ~ -5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">All received Critical Damage -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=7	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=6	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Bow/ Magic Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">Debuff/ Anomaly Resistance +3% ~ +10%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=5	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">All received Critical Rate -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=4	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Skill Evasion +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="84aed8">Speed +2 ~ +5</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97445	item_group_name=3	option_description1=[<font color="bbb58a">Max HP +125 ~ +480\nMax MP +125 ~ +480</font>\n<font color="c170ca">Received damage -2% ~ -5%</font>]	option_description2=[<font color="bbb58a">P. Def. +32 ~ +110\nM. Def. +35 ~ +120</font>\n<font color="c170ca">All received Critical Damage -4% ~ -15%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=10	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=11	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=12	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=14	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=15	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=16	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=17	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Rate -1.2% ~ -2%\nReceived M. Skill Critical Rate -1.2% ~ -2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=13	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=10	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=11	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=12	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=14	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=15	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=16	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Bow Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received damage -1.2% ~ -3%\nReceived Healing +2% ~ +5%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=17	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">Melee Weapon Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Rate -1.2% ~ -2%\nReceived M. Skill Critical Rate -1.2% ~ -2%</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97447	item_group_name=13	option_description1=[<font color="bbb58a">P. Atk. +60 ~ +200\nM. Atk. +60 ~ +200\nP. Accuracy +1.2 ~ +3\nM. Accuracy +1.2 ~ +3</font>\n<font color="c170ca">M. Damage Resistance +2% ~ +5%</font>]	option_description2=[<font color="bbb58a">Max HP +12 ~ +50\nMax MP +12 ~ +50\nP. Evasion +1.2 ~ +3\nM. Evasion +1.2 ~ +3</font>\n<font color="c170ca">Received P. Skill Critical Damage -30 ~ -100\nReceived M. Skill Critical Damage -30 ~ -100</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=18	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=19	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=20	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
variation_option_begin	mineral_item_id=97442	item_group_name=21	option_description1=[<font color="bbb58a">P. Def. +60 ~ +200\nM. Def. +60 ~ +200\nP. Accuracy +2 ~ +5\nM. Accuracy +2 ~ +5</font>\n<font color="c170ca">M. Damage Resistance +3% ~ +10%</font>]	option_description2=[<font color="bbb58a">Max HP +30 ~ +100\nMax MP +30 ~ +100\nP. Evasion +2 ~ +5\nM. Evasion +2 ~ +5</font>\n<font color="c170ca">Received P. Skill Critical Damage -70 ~ -300\nReceived M. Skill Critical Damage -70 ~ -300</font>\n<font color="e16d6d">Received Skill Critical Damage -70 ~ -300</font>]	option_description3=[]	variation_option_end
