event_look_change_begin	event_ave_id=36	priority=5	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=0	change_armor=-1	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=0	ignore_beautyshop=0	none=0	sword=14780	twohandsword=14782	buster=14788	blunt=14783	twohandblunt=14784	staff=14789	twohandstaff=14790	dagger=14781	pole=14785	fist=14787	bow=14786	etc=14789	dual=14795	dualfist=14787	fishingrod=0	rapier=14792	crossbow=14794	ancientsword=14793	flag=0	dualdagger=14797	ownthing=0	twohandcrossbow=14794	dualblunt=14795	pistol=-1	shooter=-1	shield=13471	sigil=12813	gloves={-1;-1;-1}	chest={-1;-1;-1}	legs={-1;-1;-1}	feet={-1;-1;-1}	back=-1	accessory=-1	accessory1=-1	accessory2=-1	accessory3=-1	accessory4=-1	accessory5=-1	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=321	priority=10	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=1	none=0	sword=80714	twohandsword=80715	buster=80721	blunt=80716	twohandblunt=80723	staff=80722	twohandstaff=80723	dagger=80713	pole=80718	fist=80717	bow=80719	etc=-1	dual=80724	dualfist=80717	fishingrod=80718	rapier=-1	crossbow=80720	ancientsword=-1	flag=-1	dualdagger=80725	ownthing=-1	twohandcrossbow=80720	dualblunt=80726	pistol=-1	shooter=-1	shield=80727	sigil=80728	gloves={-1;80767;-1}	chest={-1;-1;80767}	legs={-1;-1;-1}	feet={80767;-1;-1}	back=-1	accessory=80767	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=322	priority=10	change_weapon=1	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=1	none=0	sword=80730	twohandsword=80731	buster=80737	blunt=80732	twohandblunt=80739	staff=80738	twohandstaff=80739	dagger=80729	pole=80734	fist=80733	bow=80735	etc=-1	dual=80740	dualfist=80733	fishingrod=80734	rapier=-1	crossbow=80736	ancientsword=-1	flag=-1	dualdagger=80741	ownthing=-1	twohandcrossbow=80736	dualblunt=80742	pistol=-1	shooter=-1	shield=80743	sigil=80744	gloves={-1;80768;-1}	chest={-1;-1;80768}	legs={-1;-1;-1}	feet={80768;-1;-1}	back=-1	accessory=80768	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=324	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;91746;-1}	chest={-1;-1;91746}	legs={-1;-1;-1}	feet={91746;-1;-1}	back=-1	accessory=91746	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=331	priority=10	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;91875;-1}	chest={-1;-1;91875}	legs={-1;-1;-1}	feet={91875;-1;-1}	back=-1	accessory=91875	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=333	priority=10	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;91876;-1}	chest={-1;-1;91876}	legs={-1;-1;-1}	feet={91876;-1;-1}	back=-1	accessory=91876	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=350	priority=10	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;92317;-1}	chest={-1;-1;92317}	legs={-1;-1;-1}	feet={92317;-1;-1}	back=-1	accessory=92317	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=351	priority=10	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;92320;-1}	chest={-1;-1;92320}	legs={-1;-1;-1}	feet={92320;-1;-1}	back=-1	accessory=92320	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=353	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=0	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48016;-1}	chest={-1;-1;48016}	legs={-1;-1;-1}	feet={48016;-1;-1}	back=-1	accessory=48016	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=355	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48022;-1}	chest={-1;-1;48022}	legs={-1;-1;-1}	feet={48022;-1;-1}	back=-1	accessory=48022	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=356	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47229;-1}	chest={-1;-1;47229}	legs={-1;-1;-1}	feet={47229;-1;-1}	back=-1	accessory=47229	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=357	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47224;-1}	chest={-1;-1;47224}	legs={-1;-1;-1}	feet={47224;-1;-1}	back=-1	accessory=47224	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=358	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47223;-1}	chest={-1;-1;47223}	legs={-1;-1;-1}	feet={47223;-1;-1}	back=-1	accessory=47223	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=359	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;23879;-1}	chest={-1;-1;23879}	legs={-1;-1;-1}	feet={23879;-1;-1}	back=-1	accessory=23879	accessory1=-1	accessory2=-1	accessory3=0	accessory4=23877	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=360	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48765;-1}	chest={-1;-1;48765}	legs={-1;-1;-1}	feet={48765;-1;-1}	back=-1	accessory=48765	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=361	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;40240;-1}	chest={-1;-1;40240}	legs={-1;-1;-1}	feet={40240;-1;-1}	back=-1	accessory=40240	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=362	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;46601;-1}	chest={-1;-1;46601}	legs={-1;-1;-1}	feet={46601;-1;-1}	back=-1	accessory=46601	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=363	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;46262;-1}	chest={-1;-1;46262}	legs={-1;-1;-1}	feet={46262;-1;-1}	back=-1	accessory=46262	accessory1=-1	accessory2=-1	accessory3=0	accessory4=37810	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=364	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47226;-1}	chest={-1;-1;47226}	legs={-1;-1;-1}	feet={47226;-1;-1}	back=-1	accessory=47226	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=365	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47227;-1}	chest={-1;-1;47227}	legs={-1;-1;-1}	feet={47227;-1;-1}	back=-1	accessory=47227	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=366	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47230;-1}	chest={-1;-1;47230}	legs={-1;-1;-1}	feet={47230;-1;-1}	back=-1	accessory=47230	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=367	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47231;-1}	chest={-1;-1;47231}	legs={-1;-1;-1}	feet={47231;-1;-1}	back=-1	accessory=47231	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=368	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47220;-1}	chest={-1;-1;47220}	legs={-1;-1;-1}	feet={47220;-1;-1}	back=-1	accessory=47220	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=369	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47222;-1}	chest={-1;-1;47222}	legs={-1;-1;-1}	feet={47222;-1;-1}	back=-1	accessory=47222	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=370	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;47232;-1}	chest={-1;-1;47232}	legs={-1;-1;-1}	feet={47232;-1;-1}	back=-1	accessory=47232	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=371	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48017;-1}	chest={-1;-1;48017}	legs={-1;-1;-1}	feet={48017;-1;-1}	back=-1	accessory=48017	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=372	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48018;-1}	chest={-1;-1;48018}	legs={-1;-1;-1}	feet={48018;-1;-1}	back=-1	accessory=48018	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=373	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48019;-1}	chest={-1;-1;48019}	legs={-1;-1;-1}	feet={48019;-1;-1}	back=-1	accessory=48019	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=374	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48020;-1}	chest={-1;-1;48020}	legs={-1;-1;-1}	feet={48020;-1;-1}	back=-1	accessory=48020	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=375	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;48021;-1}	chest={-1;-1;48021}	legs={-1;-1;-1}	feet={48021;-1;-1}	back=-1	accessory=48021	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=376	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;81044;-1}	chest={-1;-1;81044}	legs={-1;-1;-1}	feet={81044;-1;-1}	back=-1	accessory=81044	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
event_look_change_begin	event_ave_id=377	priority=5	change_weapon=0	need_weapon=1	attackitem_enchant=0	change_back=1	change_armor=55	standard_item_slot=0	need_equipped=1	unk=0	change_accessory=1	ignore_beautyshop=0	none=0	sword=-1	twohandsword=-1	buster=-1	blunt=-1	twohandblunt=-1	staff=-1	twohandstaff=-1	dagger=-1	pole=-1	fist=-1	bow=-1	etc=-1	dual=-1	dualfist=-1	fishingrod=-1	rapier=-1	crossbow=-1	ancientsword=-1	flag=-1	dualdagger=-1	ownthing=-1	twohandcrossbow=-1	dualblunt=-1	pistol=-1	shooter=-1	shield=-1	sigil=-1	gloves={-1;81045;-1}	chest={-1;-1;81045}	legs={-1;-1;-1}	feet={81045;-1;-1}	back=-1	accessory=81045	accessory1=-1	accessory2=-1	accessory3=0	accessory4=0	accessory5=0	exceptionItem={-1}	event_look_change_end
